Method Strike Price Black Normal
NormalAB 1.4735 0.11294663030013483 0.4276971928641307 0.5145829017617934
PDE 1.4929999999999999 0.11006751982392769 0.4285211329849958 0.5191686846597996
Lognormal 1.4929999999999999 0.127241071718304 0.4606003289855748 0.5567280775558477
Normal 1.4929999999999999 0.13010844438449176 0.4658921024157123 0.5628977942415838
LognormalAB 1.4929999999999999 0.10974839508731238 0.4279178466155768 0.518459803507467
NormalAB 1.4929999999999999 0.11046051921929322 0.42926367214478856 0.5200410667469217
PDE 1.5125 0.10774816127288929 0.4302220519545765 0.5247903904258916
Lognormal 1.5125 0.12533100293979166 0.46324006118458594 0.5636990408369728
Normal 1.5125 0.1282726410331601 0.4686913959509897 0.5700949665513759
LognormalAB 1.5125 0.1073763136834433 0.42951451984499744 0.5239535301594977
NormalAB 1.5125 0.10807377016361915 0.4308412501029655 0.5255226660248851
PDE 1.532 0.10551855582197525 0.43192510790962996 0.530427165615126
Lognormal 1.532 0.12349452429898478 0.46586409198828693 0.5706767506817441
Normal 1.532 0.12650990040827503 0.47147565837052435 0.5773017932078622
LognormalAB 1.532 0.10509776575769009 0.4311191233225188 0.5294676395123042
NormalAB 1.532 0.10578082093586455 0.43242715237859597 0.5310247661937013
PDE 1.5515 0.10337384351293526 0.43362837291268735 0.536076839779144
Lognormal 1.5515 0.12172714542339375 0.4684706171881309 0.5776587092230129
Normal 1.5515 0.12481569299746227 0.4742429822162752 0.5845156555973747
LognormalAB 1.5515 0.10290756992809857 0.4327292120635683 0.5349994867431896
NormalAB 1.5515 0.1035764865387 0.434018905475314 0.5365447012727101
PDE 1.571 0.10130935137216567 0.4353298763665098 0.5417371273193717
Lognormal 1.571 0.12002473003592629 0.47105810898345485 0.5846426977620913
Normal 1.571 0.1231858485529744 0.4769917447685331 0.5917342214483824
LognormalAB 1.571 0.10080089474161702 0.43434260854558726 0.5405466682393361
NormalAB 1.571 0.10145593165956042 0.43561430589785693 0.5420800484142301
PDE 1.5904999999999998 0.09932078099897589 0.43702798553287997 0.5474060884975261
Lognormal 1.5904999999999998 0.11838346356766943 0.47362528154969147 0.5916267460919212
Normal 1.5904999999999998 0.12161652316812631 0.4797205728852335 0.5989554136040491
LognormalAB 1.5904999999999998 0.09877323288849227 0.4359573751376694 0.5461069995326078
NormalAB 1.5904999999999998 0.0994146449417659 0.4372113923511427 0.547628605682514
PDE 1.61 0.09740415905232427 0.43872133541169106 0.5530820575118128
Lognormal 1.61 0.11679982393541613 0.47617106084617117 0.5986091052712506
Normal 1.61 0.12010416957294165 0.4824283121519703 0.6061773822950522
LognormalAB 1.61 0.0968203771866323 0.437571789311895 0.5516784951735847
NormalAB 1.61 0.09744841501587727 0.43880842074007276 0.553188371781339
PDE 1.6295 0.09555576175806602 0.44040870415177297 0.5587635002839211
Lognormal 1.6295 0.11527055518711024 0.47869455814575895 0.6055882234695154
Normal 1.6295 0.11864551034691302 0.4851139998175377 0.6133984805277521
LognormalAB 1.6295 0.09493839828018999 0.4391843213847241 0.5572593504147492
NormalAB 1.6295 0.09555330823722405 0.44040384171754 0.5587575276004889
PDE 1.649 0.09377210883478652 0.4420890214378039 0.5644490308141066
Lognormal 1.649 0.11379264373787257 0.481195046827479 0.6125627245379572
Normal 1.649 0.11723751376666688 0.48777684104951025 0.620617242239011
LognormalAB 1.649 0.09312362397814919 0.4407936145497755 0.5628479245687694
NormalAB 1.649 0.09372564805676975 0.44199628054089835 0.5643344194470954
PDE 1.6685 0.0920499191484881 0.44376129990112706 0.5701373321082903
Lognormal 1.6685 0.1123632969404341 0.48367194202722696 0.6195313889971836
Normal 1.6685 0.11587737202787958 0.4904161880989885 0.6278323629039725
LognormalAB 1.6685 0.09137262014716302 0.44239846697879404 0.5684427259085123
NormalAB 1.6685 0.0919619959407078 0.4435845190125467 0.5699175438282768
PDE 1.688 0.09038611754158646 0.44542466668458874 0.5758271992136365
Lognormal 1.688 0.11097992375537205 0.4861247827904424 0.626493137164061
Normal 1.688 0.11456248160278137 0.4930315220130858 0.6350426823162102
LognormalAB 1.688 0.08968217306656709 0.4439978157843242 0.5740423979793609
NormalAB 1.688 0.0902591337476474 0.4451674792969594 0.5755055336552983
PDE 1.7075 0.08877784768881564 0.44707840814229827 0.5815176001141984
Lognormal 1.7075 0.10964011730773585 0.4885532164143186 0.6334470141711647
Normal 1.7075 0.11329042551613201 0.49562243657796795 0.642247169290251
LognormalAB 1.7075 0.08804927315095837 0.44559072265467037 0.5796457072004022
NormalAB 1.7075 0.08861404746955386 0.44674420942357795 0.5810971457453707
PDE 1.7269999999999999 0.08722242916622351 0.4487219012913539 0.5872075952198088
Lognormal 1.7269999999999999 0.10834163913689412 0.49095698470596116 0.6403921766596871
Normal 1.7269999999999999 0.11205895734318091 0.49818862421464466 0.6494449080645336
LognormalAB 1.7269999999999999 0.08647109994595767 0.44717636098851493 0.5852515316383285
NormalAB 1.7269999999999999 0.08702391224269962 0.4483138703017841 0.5866912495044254
PDE 1.7465000000000002 0.08571734546284561 0.45035460564283974 0.5928963306000062
Lognormal 1.7465000000000002 0.10708240496544008 0.4933359119172344 0.6473278809517795
Normal 1.7465000000000002 0.11086598675243924 0.5007298635844692 0.6566350862081572
LognormalAB 1.7465000000000002 0.08494500830493443 0.4487540043726951 0.5908588508458552
NormalAB 1.7465000000000002 0.08548607853692824 0.4498757240903777 0.5922868166821327
PDE 1.766 0.08426023255365901 0.4519760552019959 0.5985830310220449
Lognormal 1.766 0.1058604718306119 0.49568989414729114 0.6542534725308429
Normal 1.766 0.10970956643404327 0.5032460086920058 0.6638169838576392
LognormalAB 1.766 0.08346851565794364 0.45032301626183513 0.5964667366646504
NormalAB 1.766 0.08399805943491619 0.45142912377922906 0.5978829120986044
PDE 1.7854999999999999 0.08284886804403822 0.4535858506694004 0.604266992850348
Lognormal 1.7854999999999999 0.10467402643781673 0.49801889003026467 0.6611683766783683
Normal 1.7854999999999999 0.10858788027087586 0.5057369792997399 0.6709899641301651
LognormalAB 1.7854999999999999 0.0820392902884425 0.45188284073268226 0.6020743449009105
NormalAB 1.7854999999999999 0.0825575189173614 0.4529735038550049 0.6034786852503888
PDE 1.805 0.0814811608906871 0.4551836518739558 0.6099475768646572
Lognormal 1.805 0.10352137461054225 0.5003229125488289 0.668072090133812
Normal 1.805 0.10749923262457768 0.5082027524926808 0.6781534645779471
LognormalAB 1.805 0.08065514053818268 0.45343299419902133 0.6076809077896295
NormalAB 1.805 0.08116226107478915 0.4545083719359547 0.6090733627112672
PDE 1.8245 0.0801551416993568 0.4567691704667524 0.6156242010531183
Lognormal 1.8245 0.10240093172423775 0.5026020218346053 0.6749641736598486
Normal 1.8245 0.10644203862209885 0.5106433552514635 0.6853069895643442
LognormalAB 1.8245 0.07931400486573265 0.45497305798494336 0.6132857271711084
NormalAB 1.8245 0.07981022017168231 0.45603330127273584 0.6146662412509121
PDE 1.844 0.07886895359553735 0.458342162902646 0.6212963334347237
Lognormal 1.844 0.10131121402369209 0.5048563188340465 0.6818442454092921
Normal 1.844 0.10541481534059549 0.5130588579104591 0.6924501034565158
LognormalAB 1.844 0.07801394268921846 0.4565026716650524 0.6188881683103223
NormalAB 1.844 0.07849945149372675 0.4575479240231096 0.6202566816015441
PDE 1.8635 0.0776208592559754 0.45990245748243147 0.6269635293769978
Lognormal 1.8635 0.10025083073419278 0.5070859397338555 0.6887119750023466
Normal 1.8635 0.10441617379941548 0.5154493683930652 0.6995824245419114
LognormalAB 1.8635 0.07675312594892558 0.45802152708995714 0.62448765429632
NormalAB 1.8635 0.07722812291398926 0.4590519252181863 0.6258441028093257
PDE 1.8829999999999998 0.07640923319033838 0.46144994987073806 0.6326254283339243
Lognormal 1.8829999999999998 0.09921847688635055 0.5092910510534114 0.6955670782337021
Normal 1.8829999999999998 0.10344481167768393 0.5178150271299576 0.7067036195868878
LognormalAB 1.8829999999999998 0.07552983133030416 0.4595293630241817 0.6300836609648849
NormalAB 1.8829999999999998 0.07599450711871492 0.460545037346741 0.6314279771133058
PDE 1.9025 0.07523250951689718 0.4629845000767503 0.638281619281882
Lognormal 1.9025 0.09821292678305152 0.5114718453233209 0.7024093123385192
Normal 1.9025 0.1024995066847197 0.5201560025779122 0.7138133989653873
LognormalAB 1.9025 0.0743424330925998 0.46102596033151017 0.6356757122932305
NormalAB 1.9025 0.07479697443808558 0.46202703549206015 0.6370078253003119
PDE 1.922 0.07408921536549393 0.46450601374237716 0.6439317482309713
Lognormal 1.922 0.09723302804465794 0.5136285372794188 0.7092384717547683
Normal 1.922 0.10157911051831202 0.5224724872671678 0.720911512294167
LognormalAB 1.922 0.0731893964527541 0.46251113764983814 0.6412633762205623
NormalAB 1.922 0.07363398623168858 0.46349773296288943 0.6425832124892715
PDE 1.9415 0.07297795352453439 0.4660144134642189 0.6495754813488614
Lognormal 1.9415 0.09627769617538798 0.5157613605103532 0.7160543843267412
Normal 1.9415 0.10068254335280659 0.5247646943142571 0.7279977445184964
LognormalAB 1.9415 0.07206927147837275 0.4639847475039006 0.6468462608529397
NormalAB 1.9415 0.07250408878257508 0.4649569773663998 0.6481537443030707
PDE 1.961 0.07189739626074591 0.46750963342618773 0.6552124983575394
Lognormal 1.961 0.09534590959987332 0.5178705645046069 0.7228569079010354
Normal 1.961 0.09980878880512027 0.527032854345061 0.73507191239881
LognormalAB 1.961 0.070980687447418 0.465446672809867 0.6524240110150138
NormalAB 1.961 0.07140590765764424 0.4664046470767613 0.6537190633902432
PDE 1.9805 0.07084628677697363 0.468991630618776 0.6608425082262327
Lognormal 1.9805 0.09443670512428745 0.5199564120495113 0.7296459272719912
Normal 1.9805 0.0989568893323066 0.5292772127796869 0.7421338613545998
LognormalAB 1.9805 0.0699223476358761 0.4668968237308 0.6579963051150016
NormalAB 1.9805 0.07033814249565735 0.46784064805794134 0.6592788462625657
