model asset expiry sigma error
Shifted-SABR-1R0 bancorp 0.0191780822 0.07638544069745327 0.02205106182966526
Shifted-SABR-1R0 bancorp 0.0849315068 0.07397528480309132 0.014748314723419139
Shifted-SABR-1R0 bancorp 0.1616438356 0.0723809353096715 0.010790732025918976
Shifted-SABR-1R0 bancorp 0.2383561644 0.07139374929123753 0.009421233666473775
Shifted-SABR-1R0 bancorp 0.4904109589 0.07325669256431516 0.011907930758237354
Shifted-SABR-1R0 bancorp 0.7479452055 0.0745100321713021 0.013908830945350606
Shifted-SABR-1R0 bancorp 1.0 0.07503093473159402 0.014909659339047986
Shifted-SABR-1R0 bancorp 1.495890411 0.07538290597851302 0.015898675616057095
Shifted-SABR-1R0 bancorp 2.0 0.07540065305251953 0.016392925757344235
Shifted-SABR-1R0 bancorp 3.0 4.894254328180371 0.020749439429897074
Shifted-SABR-1R0 bancorp 4.0 0.07472413773529649 0.01706665188640325
Shifted-SABR-1R0 bancorp 4.997260274 0.074298127148015 0.01717656551960109
Shifted-SABR-1R0 bancorp 7.002739726 0.07347720077892353 0.017264219345756456
Shifted-SABR-1R0 bancorp 10.002739726 0.0724219705349912 0.01727335644443903
Shifted-SABR-1R0 wells 0.0191780822 0.209403197828264 0.05993837839699379
Shifted-SABR-1R0 wells 0.0849315068 0.08391701371062041 0.031122631225083238
Shifted-SABR-1R0 wells 0.1616438356 0.08023997583897267 0.029203237347221394
Shifted-SABR-1R0 wells 0.2383561644 0.07961527365867425 0.023522438343920777
Shifted-SABR-1R0 wells 0.4904109589 0.08484103253434118 0.02517438592174832
Shifted-SABR-1R0 wells 0.7479452055 0.08715884271904803 0.021801216633310447
Shifted-SABR-1R0 wells 1.0 0.088090488213265 0.01882133640419773
Shifted-SABR-1R0 wells 1.495890411 0.0881154287182203 0.013298670520785
Shifted-SABR-1R0 wells 2.0 0.08825831709167205 0.010178244489359573
Shifted-SABR-1R0 wells 3.0 0.08752986220507068 0.007401684327947409
Shifted-SABR-1R0 wells 4.0 0.12426864915822661 0.009551097600391283
Shifted-SABR-1R0 wells 4.997260274 0.13009175779482285 0.009327017286695882
Shifted-SABR-1R0 wells 7.002739726 0.12855737530979447 0.00856442757914361
Shifted-SABR-1R0 wells 10.002739726 0.10113895995768647 0.007501368229330392
Shifted-SABR-1R0 dell 0.0191780822 0.09549502658371295 0.06766775266274376
Shifted-SABR-1R0 dell 0.0849315068 0.19902718171055758 0.02307808182917802
Shifted-SABR-1R0 dell 0.1616438356 0.2930903450242628 0.009127425199955928
Shifted-SABR-1R0 dell 0.2383561644 0.2823374304858972 0.003944970710285428
Shifted-SABR-1R0 dell 0.4904109589 0.29820673781015056 8.885108057742989E-4
Shifted-SABR-1R0 dell 0.7479452055 0.293342490989166 5.691991320270507E-4
Shifted-SABR-1R0 dell 1.0 0.2615479215027555 8.722067728967342E-4
Shifted-SABR-1R0 dell 1.495890411 4.009234219385954 0.0014554494772026283
Shifted-SABR-1R0 dell 2.0 3.8941791770731893 0.0017969638712886584
Shifted-SABR-1R0 dell 3.0 0.24211814474720972 0.0019599894110951858
Shifted-SABR-1R0 dell 4.0 0.24090764247851648 0.0021131184193203894
Shifted-SABR-1R0 dell 4.997260274 0.24053796213619422 0.0022124777551845573
Shifted-SABR-1R0 dell 7.002739726 1.7260067594701733 0.0024637064360422665
Shifted-SABR-1R0 dell 10.002739726 1.4103020219815388 0.0025139059833219303
Shifted-SABR-R0 1 0.057534247 4.99999999999917 0.005262350856223468
Shifted-SABR-R0 1 0.153424658 4.999997869586846 0.003556139751137118
Shifted-SABR-R0 1 0.230136986 4.99999577650455 0.0030917570022772995
Shifted-SABR-R0 1 0.479452055 4.978305938383567 0.001804580053246428
Shifted-SABR-R0 1 0.728767123 4.994719842815005 0.001360911557358624
Shifted-SABR-R0 1 1.22739726 4.997888422416439 9.919542523147994E-4
Shifted-SABR-R0 1 1.726027397 4.568083748315514 7.404708452956052E-4
Shifted-SABR-R0 1 2.243835616 2.6108549859309957 5.973060207561254E-4
Shifted-SABR-R0 1 2.742465753 4.948525172773121 4.814143507588242E-4
Shifted-SABR-R0 1 3.24109589 4.999748644931849 4.10973832594674E-4
Shifted-SABR-R0 1 4.238356164 4.793398263875658 3.2462449982899826E-4
Shifted-SABR-R0 sp500 0.0191780822 4.999999999993936 0.046932434334608905
Shifted-SABR-R0 sp500 0.0849315068 4.999995896087084 0.038748852117692106
Shifted-SABR-R0 sp500 0.1616438356 4.999997494810888 0.03662105840016969
Shifted-SABR-R0 sp500 0.2383561644 4.99999999946824 0.035811456218514975
Shifted-SABR-R0 sp500 0.4904109589 4.999999591227912 0.033569690637887464
Shifted-SABR-R0 sp500 0.7479452055 4.99999989454928 0.03138238093446053
Shifted-SABR-R0 sp500 1.0 4.9999980090896425 0.027885177363081385
Shifted-SABR-R0 sp500 1.495890411 5.0 0.021651040484392342
Shifted-SABR-R0 sp500 2.0 4.999997948147391 0.016951165890986126
Shifted-SABR-R0 sp500 3.0 4.99996310657381 0.011930761829232176
Shifted-SABR-R0 sp500 4.0 4.999977603451041 0.0069968256599855306
Shifted-SABR-R0 sp500 4.997260274 4.999998749172542 0.004349977340708745
Shifted-SABR-R0 sp500 7.002739726 4.892853366098704 0.0026687219336710127
Shifted-SABR-R0 sp500 10.002739726 3.6607180666189323 0.0032183416757256716
Shifted-SABR-R0 euro50 0.0191780822 4.999903780138667 0.03580480723964208
Shifted-SABR-R0 euro50 0.0849315068 4.999999993269776 0.02744594337300171
Shifted-SABR-R0 euro50 0.1616438356 4.999997443951826 0.026644992453514118
Shifted-SABR-R0 euro50 0.2383561644 4.999998789667504 0.02442672771415259
Shifted-SABR-R0 euro50 0.4904109589 4.999999457178635 0.01836171028833099
Shifted-SABR-R0 euro50 0.7479452055 4.999999291170271 0.015205734616217067
Shifted-SABR-R0 euro50 0.997260274 4.99998776835514 0.012147245616109902
Shifted-SABR-R0 euro50 1.495890411 4.999996795445984 0.006966288386793871
Shifted-SABR-R0 euro50 1.997260274 4.99998926955624 0.004038480126357896
Shifted-SABR-R0 euro50 2.997260274 4.986673034800975 0.002483660068461694
Shifted-SABR-R0 euro50 4.0 4.950016811499674 0.0019825874337143735
Shifted-SABR-R0 euro50 4.997260274 4.3592035129514475 0.001800478324677603
Shifted-SABR-R0 euro50 7.0 4.9991108936789255 0.0015916108473690363
Shifted-SABR-R0 euro50 10.002739726 1.8379659374824224 0.0014725425065761663
Shifted-SABR-R0 msci 0.0191780822 4.999996843711233 0.05851270864224176
Shifted-SABR-R0 msci 0.0849315068 4.999999997467891 0.02887666862015063
Shifted-SABR-R0 msci 0.1616438356 4.999999560864924 0.026750623914200213
Shifted-SABR-R0 msci 0.2383561644 4.999998669436526 0.02867419219773955
Shifted-SABR-R0 msci 0.4904109589 4.999999956613331 0.033597171476156096
Shifted-SABR-R0 msci 0.7479452055 4.999999951274284 0.018667339297322182
Shifted-SABR-R0 msci 1.0 4.9999999962383415 0.012464076870045453
Shifted-SABR-R0 msci 1.495890411 4.99999893784426 0.008246875833864171
Shifted-SABR-R0 msci 2.0 4.993370644141303 0.006109584463057102
Shifted-SABR-R0 msci 3.0 4.951344790333326 0.004511599209089181
Shifted-SABR-R0 msci 4.0 4.969358123786088 0.003935773429117278
Shifted-SABR-R0 msci 4.997260274 4.126215682990246 0.0038004241657842563
Shifted-SABR-R0 msci 7.002739726 4.581100662467194 0.0036636943822739004
Shifted-SABR-R0 msci 10.002739726 4.722041574142936 0.0036367163136589156
Shifted-SABR-R0 bnp 0.0191780822 4.9999076029798 0.03823756583390808
Shifted-SABR-R0 bnp 0.0849315068 4.999999843381 0.024594254083240723
Shifted-SABR-R0 bnp 0.1616438356 4.999999996588028 0.022125899810028795
Shifted-SABR-R0 bnp 0.2383561644 4.999999589612009 0.018636182488245275
Shifted-SABR-R0 bnp 0.4904109589 4.999999999943506 0.01494697084627884
Shifted-SABR-R0 bnp 0.7479452055 4.99999992498408 0.007670750589936367
Shifted-SABR-R0 bnp 1.0 4.943829803252055 0.007125259006930871
Shifted-SABR-R0 bnp 1.495890411 4.999947162319717 0.006012253178406716
Shifted-SABR-R0 bnp 2.0 4.9999683208279135 0.0052916159465488345
Shifted-SABR-R0 bnp 3.0 2.9615591281556632 0.0028032877196554106
Shifted-SABR-R0 bnp 4.0 2.3127378700760595 0.001600572335178396
Shifted-SABR-R0 bnp 4.997260274 4.293621901500824 3.7746353053774896E-4
Shifted-SABR-R0 bnp 7.002739726 2.353583375929161 1.8138406084352462E-4
Shifted-SABR-R0 bnp 10.002739726 1.7864460201933778 4.389426600053768E-4
Shifted-SABR-R0 axa 0.0191780822 1.3145770906363792 0.03441025872266788
Shifted-SABR-R0 axa 0.0849315068 3.1912449561432985 0.01630876028202553
Shifted-SABR-R0 axa 0.1616438356 3.2027459061662333 0.017859517007324185
Shifted-SABR-R0 axa 0.2383561644 3.2936747903052037 0.015208081867773652
Shifted-SABR-R0 axa 0.4904109589 3.3905208684802353 0.01022784384937506
Shifted-SABR-R0 axa 0.7479452055 3.5590369705394562 0.008525141850794095
Shifted-SABR-R0 axa 1.0 3.705964832277356 0.007792063763254555
Shifted-SABR-R0 axa 1.495890411 3.0180699958124557 0.002905703615368453
Shifted-SABR-R0 axa 2.0 2.75558303625672 0.00159055411745734
Shifted-SABR-R0 axa 3.0 2.4045561543226355 6.506744975879387E-4
Shifted-SABR-R0 axa 4.0 2.122551541588392 3.343777765742935E-4
Shifted-SABR-R0 axa 4.997260274 1.8597415812102374 1.9475306377961848E-4
Shifted-SABR-R0 axa 7.002739726 1.2924611449684473 9.816699799606393E-5
Shifted-SABR-R0 axa 10.002739726 1.3356259786565858 4.675327192173545E-4
Shifted-SABR-R0 airliq 0.0191780822 4.9999847118398275 0.025410931618480105
Shifted-SABR-R0 airliq 0.0849315068 4.999992342320269 0.01301398714829393
Shifted-SABR-R0 airliq 0.1616438356 4.9999989912921805 0.010251265316607219
Shifted-SABR-R0 airliq 0.2383561644 4.999999293325818 0.009584834089839797
Shifted-SABR-R0 airliq 0.4904109589 4.999999933163509 0.008949473625883783
Shifted-SABR-R0 airliq 0.7479452055 4.999999546168555 0.008115471392453631
Shifted-SABR-R0 airliq 1.0 4.999999619854246 0.00647529007596269
Shifted-SABR-R0 airliq 1.495890411 4.999999999999894 0.008004471369678051
Shifted-SABR-R0 airliq 2.0 4.99999999999995 0.005423855086211004
Shifted-SABR-R0 airliq 3.0 4.853381928641299 0.003998105363685091
Shifted-SABR-R0 airliq 4.0 4.641538962201674 0.0031739115216331227
Shifted-SABR-R0 airliq 4.997260274 4.61256604879107 0.003158525481940792
Shifted-SABR-R0 airliq 7.002739726 4.999908196997785 0.0033832914231353454
Shifted-SABR-R0 airliq 10.002739726 3.556939204263692 0.0036827036925055445
Shifted-SABR-R0 bancorp 0.0191780822 3.026538503626205 0.0185430632581116
Shifted-SABR-R0 bancorp 0.0849315068 2.9355188511650687 0.011136145992869922
Shifted-SABR-R0 bancorp 0.1616438356 2.864176919034194 0.007132481072942792
Shifted-SABR-R0 bancorp 0.2383561644 2.819120629843999 0.005804044574336334
Shifted-SABR-R0 bancorp 0.4904109589 2.902718853935365 0.008884831122834317
Shifted-SABR-R0 bancorp 0.7479452055 2.9536115905742775 0.011038952047855755
Shifted-SABR-R0 bancorp 1.0 2.9186422494360094 0.011801958982678584
Shifted-SABR-R0 bancorp 1.495890411 2.998789398867616 0.013113742498714411
Shifted-SABR-R0 bancorp 2.0 3.0055699157711193 0.013459856133482809
Shifted-SABR-R0 bancorp 3.0 3.004538707221945 0.014141133921393666
Shifted-SABR-R0 bancorp 4.0 3.01324109238144 0.014397849685389926
Shifted-SABR-R0 bancorp 4.997260274 2.729135804445278 0.012369268103460179
Shifted-SABR-R0 bancorp 7.002739726 2.850515082702988 0.012704349931479654
Shifted-SABR-R0 bancorp 10.002739726 2.604952354772595 0.012203614711671801
Shifted-SABR-R0 wells 0.0191780822 3.692123082897349 0.057988501853126415
Shifted-SABR-R0 wells 0.0849315068 4.999999613225851 0.027348887134634906
Shifted-SABR-R0 wells 0.1616438356 4.999999803587972 0.023422440250584584
Shifted-SABR-R0 wells 0.2383561644 4.999999997157885 0.01757202393739329
Shifted-SABR-R0 wells 0.4904109589 4.999999104022757 0.01804557101581301
Shifted-SABR-R0 wells 0.7479452055 4.999999925209195 0.014164608878801138
Shifted-SABR-R0 wells 1.0 4.999999487144849 0.010967398939608667
Shifted-SABR-R0 wells 1.495890411 4.945846276099025 0.0058566632464929266
Shifted-SABR-R0 wells 2.0 4.999952415348725 0.00453412830973479
Shifted-SABR-R0 wells 3.0 4.593315237153458 0.005022628383969419
Shifted-SABR-R0 wells 4.0 4.960262384468688 0.005054949347649837
Shifted-SABR-R0 wells 4.997260274 4.913381691705995 0.0050815360029080395
Shifted-SABR-R0 wells 7.002739726 4.819151408096531 0.0050275185099238244
Shifted-SABR-R0 wells 10.002739726 4.989595484040428 0.004679944430331227
Shifted-SABR-R0 dell 0.0191780822 2.9524257216502843 0.0645862237556758
Shifted-SABR-R0 dell 0.0849315068 1.805127932317087 0.019151891208268802
Shifted-SABR-R0 dell 0.1616438356 1.9174804345354792 0.0032747155551899254
Shifted-SABR-R0 dell 0.2383561644 1.8534701882131037 9.961208106232199E-4
Shifted-SABR-R0 dell 0.4904109589 0.2993166603635621 8.891720998161053E-4
Shifted-SABR-R0 dell 0.7479452055 0.46832105302206484 5.616598317257014E-4
Shifted-SABR-R0 dell 1.0 1.3743575121138683 5.263838723504206E-4
Shifted-SABR-R0 dell 1.495890411 1.834090682980693 4.5984211093313433E-4
Shifted-SABR-R0 dell 2.0 1.9821068015540477 4.4026558736754773E-4
Shifted-SABR-R0 dell 3.0 2.07599791872544 4.295490732895481E-4
Shifted-SABR-R0 dell 4.0 2.0904420723772055 4.192605934543177E-4
Shifted-SABR-R0 dell 4.997260274 2.0791363376573826 4.1074723314573773E-4
Shifted-SABR-R0 dell 7.002739726 0.29054519174871324 0.002330182942035521
Shifted-SABR-R0 dell 10.002739726 1.9348855547455668 3.826712565249208E-4
SABR 1 0.057534247 0.34122892293783197 5.381209441998842E-5
SABR 1 0.153424658 0.3146124584683719 4.966630650650197E-5
SABR 1 0.230136986 0.2925940823814625 3.585917778951567E-5
SABR 1 0.479452055 0.30313908879343504 3.2852489335271525E-5
SABR 1 0.728767123 0.38052868854527594 9.46793929113379E-5
SABR 1 1.22739726 0.9169415030883609 2.472232740717607E-4
SABR 1 1.726027397 0.2886332966061863 3.059869219206455E-5
SABR 1 2.243835616 0.2813275339532198 2.6733285295303494E-5
SABR 1 2.742465753 0.39783458311153796 6.369007786570376E-5
SABR 1 3.24109589 0.7017885484607612 1.1317485343079383E-4
SABR 1 4.238356164 0.7014123649408062 9.878962498681124E-5
SABR sp500 0.0191780822 0.18105852237219838 0.02834675993160917
SABR sp500 0.0849315068 0.1659411751878701 0.013738116061581375
SABR sp500 0.1616438356 0.1622664622576756 0.009610746552652415
SABR sp500 0.2383561644 0.16492069287099403 0.010559323960145165
SABR sp500 0.4904109589 0.17306538179346503 0.011470244931074364
SABR sp500 0.7479452055 0.18078649307297004 0.010457798491110478
SABR sp500 1.0 0.18860435363444372 0.009056138194068336
SABR sp500 1.495890411 0.20072943774837398 0.005718943703314343
SABR sp500 2.0 2.339034424075666 0.0012405461830135285
SABR sp500 3.0 0.23093035593443478 0.0028815770696207993
SABR sp500 4.0 0.24365855719315457 0.002284771510438384
SABR sp500 4.997260274 0.2558602311979671 0.0019601739437361673
SABR sp500 7.002739726 0.3239950271621315 0.0014870696170395695
SABR sp500 10.002739726 0.40788665244038363 0.0013099562368154743
SABR euro50 0.0191780822 0.18747307738092742 0.026562399391754622
SABR euro50 0.0849315068 0.17747071643379128 0.010856206294193833
SABR euro50 0.1616438356 0.1787474990043043 0.003871139888768527
SABR euro50 0.2383561644 0.18625111911405684 0.0024549923530748645
SABR euro50 0.4904109589 0.19996761145568634 0.002491559541524217
SABR euro50 0.7479452055 0.21079939257898367 0.0027855038273087774
SABR euro50 0.997260274 0.22203402944248277 0.0027660848608805013
SABR euro50 1.495890411 0.23287667481066285 0.002604379825182223
SABR euro50 1.997260274 0.23847179464101376 0.0021390026568525442
SABR euro50 2.997260274 0.24393273867618034 0.0016117352188308224
SABR euro50 4.0 0.2446824552114761 0.0013275233586856376
SABR euro50 4.997260274 0.2537994203057228 0.0012134088296768108
SABR euro50 7.0 0.26054342313025725 0.0010876904389197709
SABR euro50 10.002739726 0.270798518856595 0.0010080810152427871
SABR msci 0.0191780822 0.24088452965629117 0.05568402761723124
SABR msci 0.0849315068 0.2229568305979519 0.014349837873671166
SABR msci 0.1616438356 0.22129249900513148 0.005563197963456556
SABR msci 0.2383561644 0.2241146317169318 0.014462237190132867
SABR msci 0.4904109589 0.2212905658691086 0.014215802196255303
SABR msci 0.7479452055 0.2386128866074797 0.009857618335950065
SABR msci 1.0 0.24832961090251748 0.007909209272931803
SABR msci 1.495890411 0.23593435189451026 0.005776560374989666
SABR msci 2.0 0.22975930450618048 0.004525058251950006
SABR msci 3.0 0.22104311120401962 0.0031366169511735957
SABR msci 4.0 0.2206795557441085 0.0023890523689001726
SABR msci 4.997260274 0.21733508976659646 0.002024661242702886
SABR msci 7.002739726 0.21787843168104595 0.0018475272795795013
SABR msci 10.002739726 0.22896339413369593 0.0019707454777092067
SABR bnp 0.0191780822 0.30363186322187885 0.033545699931901096
SABR bnp 0.0849315068 0.30154208576181946 0.008588251608893916
SABR bnp 0.1616438356 0.30557294769357357 0.0018274792579930994
SABR bnp 0.2383561644 0.30909853305702595 0.0018023742627955625
SABR bnp 0.4904109589 0.31553574401869383 0.0032459527125758432
SABR bnp 0.7479452055 0.3315167743584268 0.0025399598137868006
SABR bnp 1.0 0.34651331638277433 0.00391283213802665
SABR bnp 1.495890411 0.35885706284968266 0.004751502765641374
SABR bnp 2.0 0.3659677799223244 0.004081665652844986
SABR bnp 3.0 3.3835722735634226 0.002730608207921532
SABR bnp 4.0 0.45600374768026314 0.0015871755836655308
SABR bnp 4.997260274 0.5005684973691301 0.00104236951490217
SABR bnp 7.002739726 1.0325098777599973 0.0010126398762069545
SABR bnp 10.002739726 1.3302093654448135 0.0013523731021298716
SABR axa 0.0191780822 0.25351937215740145 0.03750299219948773
SABR axa 0.0849315068 0.23801060125323747 0.009562795516189476
SABR axa 0.1616438356 0.24140736314070674 0.0021431779382516804
SABR axa 0.2383561644 0.24873535099114757 0.0020408980393861035
SABR axa 0.4904109589 0.257324162298591 0.0021257214705678023
SABR axa 0.7479452055 0.2731471536926649 0.002893790492810463
SABR axa 1.0 0.2850594544282864 0.0052620581628930645
SABR axa 1.495890411 0.28613403281596295 0.003511614991128525
SABR axa 2.0 0.298321061835607 0.0025829493964452314
SABR axa 3.0 0.3144510956015589 0.0015465443176256152
SABR axa 4.0 0.32511186205627063 9.759899978907875E-4
SABR axa 4.997260274 1.0785481923530627 7.028925692267318E-4
SABR axa 7.002739726 1.073443353437492 9.077689487336182E-4
SABR axa 10.002739726 0.3666207291980999 9.182924027645753E-4
SABR airliq 0.0191780822 0.17014485999942602 0.024632407865188586
SABR airliq 0.0849315068 0.1736578822583063 0.00841596642363521
SABR airliq 0.1616438356 0.17581341523225869 0.0028358754438488486
SABR airliq 0.2383561644 0.17874990762039691 0.0013987856122922937
SABR airliq 0.4904109589 0.18393412371927617 0.001222961814383525
SABR airliq 0.7479452055 0.1957224659357202 0.0023358876535288587
SABR airliq 1.0 0.2044035103283485 0.002440093514551756
SABR airliq 1.495890411 0.2033997784326912 0.0029059419098423317
SABR airliq 2.0 0.2128914380093926 0.002451972550832325
SABR airliq 3.0 0.22595735696097405 0.0019885693973170086
SABR airliq 4.0 0.4612186456503954 0.001871062950508863
SABR airliq 4.997260274 1.5887082754170845 2.1017684874020403E-4
SABR airliq 7.002739726 0.25739612943068574 0.0015461432015540853
SABR airliq 10.002739726 0.2903620240842577 0.001709269216954255
SABR bancorp 0.0191780822 0.22890513182899785 0.013333301358683419
SABR bancorp 0.0849315068 0.2220237372446653 0.0071084938421128365
SABR bancorp 0.1616438356 0.26026327200130894 0.0037144785849934202
SABR bancorp 0.2383561644 0.3092159874934547 0.002574454422908852
SABR bancorp 0.4904109589 0.2215856469039367 0.0051541895160467635
SABR bancorp 0.7479452055 0.2264756317598957 0.007828464695897505
SABR bancorp 1.0 0.22861166671631156 0.009233801090484875
SABR bancorp 1.495890411 0.23229648071815173 0.010704938988727887
SABR bancorp 2.0 0.23421264293951952 0.011492729743327938
SABR bancorp 3.0 0.23816919422348318 0.012312930168410804
SABR bancorp 4.0 0.24053824446358182 0.012748251736626049
SABR bancorp 4.997260274 1.1341258217088588 0.008789027902388618
SABR bancorp 7.002739726 1.0717616495443898 0.008838235444222008
SABR bancorp 10.002739726 0.26585928336614956 0.013697582584490997
SABR wells 0.0191780822 0.2818790748826679 0.05922112569717515
SABR wells 0.0849315068 0.2542009662710471 0.018121545081652934
SABR wells 0.1616438356 0.24679275640893952 0.00641418024116151
SABR wells 0.2383561644 0.24418311980743856 0.0035811061564346085
SABR wells 0.4904109589 0.26327849116459273 0.0037465650652445215
SABR wells 0.7479452055 0.2730719390560118 0.0036310596362512933
SABR wells 1.0 0.27807553037732535 0.0031281662877974755
SABR wells 1.495890411 0.2811810760803474 0.0028542961454621455
SABR wells 2.0 0.2857113241195936 0.002712480770159009
SABR wells 3.0 0.2843501004148511 0.00296750737263128
SABR wells 4.0 2.1075020947676015 5.254308031351817E-4
SABR wells 4.997260274 0.2932121455161312 0.004085923865153662
SABR wells 7.002739726 2.58833575587289 6.880222137890812E-4
SABR wells 10.002739726 3.024509152004949 7.800196146757339E-4
SABR dell 0.0191780822 0.290525044366103 0.05222339426507047
SABR dell 0.0849315068 0.3319318499671935 0.019734369840076187
SABR dell 0.1616438356 0.34316882888847844 0.008069466077523376
SABR dell 0.2383561644 0.34758451046876127 0.0030930915295408114
SABR dell 0.4904109589 0.7820184868084803 6.058921981740087E-4
SABR dell 0.7479452055 0.47436358200646417 5.558982985220586E-4
SABR dell 1.0 0.3661909142598318 5.637086555306875E-4
SABR dell 1.495890411 0.3877558468588463 9.898684255869818E-4
SABR dell 2.0 0.3960719750563295 0.0012459440640668897
SABR dell 3.0 0.41105207334909843 0.0015233449795459542
SABR dell 4.0 0.42204591320477397 0.0016716627058159426
SABR dell 4.997260274 0.4261720350020483 0.001767452263023749
SABR dell 7.002739726 0.45006445955641267 0.001902186042268688
SABR dell 10.002739726 1.1703370115639582 0.002311167703892927

